q non-Coulombic_BLPS full_BLPS
   3.3690000000    1.1071535121    0.0000000000
   3.3720000000    1.1051843644    0.0000000000
   3.3750000000    1.1032204655    0.0000000000
   3.3780000000    1.1012617966    0.0000000000
   3.3810000000    1.0993083392    0.0000000000
   3.3840000000    1.0973600749    0.0000000000
   3.3870000000    1.0954169853    0.0000000000
   3.3900000000    1.0934790521    0.0000000000
   3.3930000000    1.0915462570    0.0000000000
   3.3960000000    1.0896185818    0.0000000000
   3.3990000000    1.0876960086    0.0000000000
   3.4020000000    1.0857785193    0.0000000000
   3.4050000000    1.0838660961    0.0000000000
   3.4080000000    1.0819587210    0.0000000000
   3.4110000000    1.0800563763    0.0000000000
   3.4140000000    1.0781590445    0.0000000000
   3.4170000000    1.0762667078    0.0000000000
   3.4200000000    1.0743793487    0.0000000000
   3.4230000000    1.0724969499    0.0000000000
   3.4260000000    1.0706194939    0.0000000000
   3.4290000000    1.0687469634    0.0000000000
   3.4320000000    1.0668793413    0.0000000000
   3.4350000000    1.0650166104    0.0000000000
   3.4380000000    1.0631587536    0.0000000000
   3.4410000000    1.0613057539    0.0000000000
   3.4440000000    1.0594575945    0.0000000000
   3.4470000000    1.0576142584    0.0000000000
   3.4500000000    1.0557757290    0.0000000000
   3.4530000000    1.0539419895    0.0000000000
   3.4560000000    1.0521130232    0.0000000000
   3.4590000000    1.0502888137    0.0000000000
   3.4620000000    1.0484693445    0.0000000000
   3.4650000000    1.0466545991    0.0000000000
   3.4680000000    1.0448445612    0.0000000000
   3.4710000000    1.0430392146    0.0000000000
   3.4740000000    1.0412385430    0.0000000000
   3.4770000000    1.0394425303    0.0000000000
   3.4800000000    1.0376511605    0.0000000000
   3.4830000000    1.0358644176    0.0000000000
   3.4860000000    1.0340822856    0.0000000000
   3.4890000000    1.0323047487    0.0000000000
   3.4920000000    1.0305317911    0.0000000000
   3.4950000000    1.0287633971    0.0000000000
   3.4980000000    1.0269995510    0.0000000000
   3.5010000000    1.0252402373    0.0000000000
   3.5040000000    1.0234854405    0.0000000000
   3.5070000000    1.0217351451    0.0000000000
   3.5100000000    1.0199893357    0.0000000000
   3.5130000000    1.0182479970    0.0000000000
   3.5160000000    1.0165111137    0.0000000000
   3.5190000000    1.0147786707    0.0000000000
   3.5220000000    1.0130506528    0.0000000000
   3.5250000000    1.0113270451    0.0000000000
   3.5280000000    1.0096078324    0.0000000000
   3.5310000000    1.0078929999    0.0000000000
   3.5340000000    1.0061825326    0.0000000000
   3.5370000000    1.0044764159    0.0000000000
   3.5400000000    1.0027746349    0.0000000000
   3.5430000000    1.0010771749    0.0000000000
   3.5460000000    0.9993840215    0.0000000000
   3.5490000000    0.9976951599    0.0000000000
   3.5520000000    0.9960105757    0.0000000000
   3.5550000000    0.9943302545    0.0000000000
   3.5580000000    0.9926541819    0.0000000000
   3.5610000000    0.9909823435    0.0000000000
   3.5640000000    0.9893147253    0.0000000000
   3.5670000000    0.9876513128    0.0000000000
   3.5700000000    0.9859920921    0.0000000000
   3.5730000000    0.9843370490    0.0000000000
   3.5760000000    0.9826861695    0.0000000000
   3.5790000000    0.9810394398    0.0000000000
   3.5820000000    0.9793968458    0.0000000000
   3.5850000000    0.9777583737    0.0000000000
   3.5880000000    0.9761240098    0.0000000000
   3.5910000000    0.9744937403    0.0000000000
   3.5940000000    0.9728675516    0.0000000000
   3.5970000000    0.9712454301    0.0000000000
   3.6000000000    0.9696273622    0.0000000000
   3.6030000000    0.9680133344    0.0000000000
   3.6060000000    0.9664033333    0.0000000000
   3.6090000000    0.9647973455    0.0000000000
   3.6120000000    0.9631953577    0.0000000000
   3.6150000000    0.9615973565    0.0000000000
   3.6180000000    0.9600033288    0.0000000000
   3.6210000000    0.9584132615    0.0000000000
   3.6240000000    0.9568271414    0.0000000000
   3.6270000000    0.9552449554    0.0000000000
   3.6300000000    0.9536666905    0.0000000000
   3.6330000000    0.9520923339    0.0000000000
   3.6360000000    0.9505218726    0.0000000000
   3.6390000000    0.9489552937    0.0000000000
   3.6420000000    0.9473925846    0.0000000000
   3.6450000000    0.9458337324    0.0000000000
   3.6480000000    0.9442787245    0.0000000000
   3.6510000000    0.9427275482    0.0000000000
   3.6540000000    0.9411801909    0.0000000000
   3.6570000000    0.9396366403    0.0000000000
   3.6600000000    0.9380968836    0.0000000000
   3.6630000000    0.9365609086    0.0000000000
   3.6660000000    0.9350287029    0.0000000000
   3.6690000000    0.9335002541    0.0000000000
   3.6720000000    0.9319755500    0.0000000000
   3.6750000000    0.9304545783    0.0000000000
   3.6780000000    0.9289373269    0.0000000000
   3.6810000000    0.9274237837    0.0000000000
   3.6840000000    0.9259139365    0.0000000000
   3.6870000000    0.9244077734    0.0000000000
   3.6900000000    0.9229052823    0.0000000000
   3.6930000000    0.9214064514    0.0000000000
   3.6960000000    0.9199112688    0.0000000000
   3.6990000000    0.9184197226    0.0000000000
   3.7020000000    0.9169318010    0.0000000000
   3.7050000000    0.9154474924    0.0000000000
   3.7080000000    0.9139667850    0.0000000000
   3.7110000000    0.9124896672    0.0000000000
   3.7140000000    0.9110161274    0.0000000000
   3.7170000000    0.9095461541    0.0000000000
   3.7200000000    0.9080797357    0.0000000000
   3.7230000000    0.9066168608    0.0000000000
   3.7260000000    0.9051575180    0.0000000000
   3.7290000000    0.9037016959    0.0000000000
   3.7320000000    0.9022493833    0.0000000000
   3.7350000000    0.9008005688    0.0000000000
   3.7380000000    0.8993552412    0.0000000000
   3.7410000000    0.8979133893    0.0000000000
   3.7440000000    0.8964750021    0.0000000000
   3.7470000000    0.8950400683    0.0000000000
   3.7500000000    0.8936085770    0.0000000000
   3.7530000000    0.8921805172    0.0000000000
   3.7560000000    0.8907558779    0.0000000000
   3.7590000000    0.8893346481    0.0000000000
   3.7620000000    0.8879168171    0.0000000000
   3.7650000000    0.8865023740    0.0000000000
   3.7680000000    0.8850913080    0.0000000000
   3.7710000000    0.8836836083    0.0000000000
   3.7740000000    0.8822792643    0.0000000000
   3.7770000000    0.8808782653    0.0000000000
   3.7800000000    0.8794806007    0.0000000000
   3.7830000000    0.8780862598    0.0000000000
   3.7860000000    0.8766952323    0.0000000000
   3.7890000000    0.8753075076    0.0000000000
   3.7920000000    0.8739230752    0.0000000000
   3.7950000000    0.8725419248    0.0000000000
   3.7980000000    0.8711640459    0.0000000000
   3.8010000000    0.8697894283    0.0000000000
   3.8040000000    0.8684180617    0.0000000000
   3.8070000000    0.8670499358    0.0000000000
   3.8100000000    0.8656850404    0.0000000000
   3.8130000000    0.8643233653    0.0000000000
   3.8160000000    0.8629649005    0.0000000000
   3.8190000000    0.8616096359    0.0000000000
   3.8220000000    0.8602575613    0.0000000000
   3.8250000000    0.8589086669    0.0000000000
   3.8280000000    0.8575629426    0.0000000000
   3.8310000000    0.8562203785    0.0000000000
   3.8340000000    0.8548809647    0.0000000000
   3.8370000000    0.8535446914    0.0000000000
   3.8400000000    0.8522115488    0.0000000000
   3.8430000000    0.8508815271    0.0000000000
   3.8460000000    0.8495546165    0.0000000000
   3.8490000000    0.8482308074    0.0000000000
   3.8520000000    0.8469100902    0.0000000000
   3.8550000000    0.8455924551    0.0000000000
   3.8580000000    0.8442778926    0.0000000000
   3.8610000000    0.8429663931    0.0000000000
   3.8640000000    0.8416579472    0.0000000000
   3.8670000000    0.8403525454    0.0000000000
   3.8700000000    0.8390501782    0.0000000000
   3.8730000000    0.8377508363    0.0000000000
   3.8760000000    0.8364545102    0.0000000000
   3.8790000000    0.8351611908    0.0000000000
   3.8820000000    0.8338708685    0.0000000000
   3.8850000000    0.8325835343    0.0000000000
   3.8880000000    0.8312991789    0.0000000000
   3.8910000000    0.8300177930    0.0000000000
   3.8940000000    0.8287393677    0.0000000000
   3.8970000000    0.8274638936    0.0000000000
   3.9000000000    0.8261913619    0.0000000000
   3.9030000000    0.8249217634    0.0000000000
   3.9060000000    0.8236550891    0.0000000000
   3.9090000000    0.8223913300    0.0000000000
   3.9120000000    0.8211304772    0.0000000000
   3.9150000000    0.8198725219    0.0000000000
   3.9180000000    0.8186174551    0.0000000000
   3.9210000000    0.8173652679    0.0000000000
   3.9240000000    0.8161159517    0.0000000000
   3.9270000000    0.8148694976    0.0000000000
   3.9300000000    0.8136258969    0.0000000000
   3.9330000000    0.8123851408    0.0000000000
   3.9360000000    0.8111472208    0.0000000000
   3.9390000000    0.8099121281    0.0000000000
   3.9420000000    0.8086798542    0.0000000000
   3.9450000000    0.8074503905    0.0000000000
   3.9480000000    0.8062237285    0.0000000000
   3.9510000000    0.8049998597    0.0000000000
   3.9540000000    0.8037787755    0.0000000000
   3.9570000000    0.8025604676    0.0000000000
   3.9600000000    0.8013449275    0.0000000000
   3.9630000000    0.8001321468    0.0000000000
   3.9660000000    0.7989221173    0.0000000000
   3.9690000000    0.7977148305    0.0000000000
   3.9720000000    0.7965102783    0.0000000000
   3.9750000000    0.7953084523    0.0000000000
   3.9780000000    0.7941093444    0.0000000000
   3.9810000000    0.7929129463    0.0000000000
   3.9840000000    0.7917192499    0.0000000000
   3.9870000000    0.7905282470    0.0000000000
   3.9900000000    0.7893399297    0.0000000000
   3.9930000000    0.7881542897    0.0000000000
   3.9960000000    0.7869713191    0.0000000000
   3.9990000000    0.7857910098    0.0000000000
   4.0020000000    0.7846133539    0.0000000000
   4.0050000000    0.7834383434    0.0000000000
   4.0080000000    0.7822659705    0.0000000000
   4.0110000000    0.7810962271    0.0000000000
   4.0140000000    0.7799291055    0.0000000000
   4.0170000000    0.7787645979    0.0000000000
   4.0200000000    0.7776026964    0.0000000000
   4.0230000000    0.7764433932    0.0000000000
   4.0260000000    0.7752866807    0.0000000000
   4.0290000000    0.7741325511    0.0000000000
   4.0320000000    0.7729809967    0.0000000000
   4.0350000000    0.7718320098    0.0000000000
   4.0380000000    0.7706855829    0.0000000000
   4.0410000000    0.7695417084    0.0000000000
   4.0440000000    0.7684003786    0.0000000000
   4.0470000000    0.7672615861    0.0000000000
   4.0500000000    0.7661253232    0.0000000000
   4.0530000000    0.7649915826    0.0000000000
   4.0560000000    0.7638603568    0.0000000000
   4.0590000000    0.7627316383    0.0000000000
   4.0620000000    0.7616054197    0.0000000000
   4.0650000000    0.7604816937    0.0000000000
   4.0680000000    0.7593604528    0.0000000000
   4.0710000000    0.7582416899    0.0000000000
   4.0740000000    0.7571253975    0.0000000000
   4.0770000000    0.7560115685    0.0000000000
   4.0800000000    0.7549001955    0.0000000000
   4.0830000000    0.7537912714    0.0000000000
   4.0860000000    0.7526847889    0.0000000000
   4.0890000000    0.7515807410    0.0000000000
   4.0920000000    0.7504791204    0.0000000000
   4.0950000000    0.7493799201    0.0000000000
   4.0980000000    0.7482831329    0.0000000000
   4.1010000000    0.7471887519    0.0000000000
   4.1040000000    0.7460967699    0.0000000000
   4.1070000000    0.7450071801    0.0000000000
   4.1100000000    0.7439199753    0.0000000000
   4.1130000000    0.7428351486    0.0000000000
   4.1160000000    0.7417526932    0.0000000000
   4.1190000000    0.7406726020    0.0000000000
   4.1220000000    0.7395948683    0.0000000000
   4.1250000000    0.7385194851    0.0000000000
   4.1280000000    0.7374464457    0.0000000000
   4.1310000000    0.7363757432    0.0000000000
   4.1340000000    0.7353073709    0.0000000000
   4.1370000000    0.7342413219    0.0000000000
   4.1400000000    0.7331775896    0.0000000000
   4.1430000000    0.7321161672    0.0000000000
   4.1460000000    0.7310570481    0.0000000000
   4.1490000000    0.7300002256    0.0000000000
   4.1520000000    0.7289456931    0.0000000000
   4.1550000000    0.7278934440    0.0000000000
   4.1580000000    0.7268434716    0.0000000000
   4.1610000000    0.7257957694    0.0000000000
   4.1640000000    0.7247503310    0.0000000000
   4.1670000000    0.7237071496    0.0000000000
   4.1700000000    0.7226662189    0.0000000000
   4.1730000000    0.7216275324    0.0000000000
   4.1760000000    0.7205910837    0.0000000000
   4.1790000000    0.7195568663    0.0000000000
   4.1820000000    0.7185248738    0.0000000000
   4.1850000000    0.7174950998    0.0000000000
   4.1880000000    0.7164675380    0.0000000000
   4.1910000000    0.7154421821    0.0000000000
   4.1940000000    0.7144190257    0.0000000000
   4.1970000000    0.7133980626    0.0000000000
   4.2000000000    0.7123792865    0.0000000000
   4.2030000000    0.7113626912    0.0000000000
   4.2060000000    0.7103482704    0.0000000000
   4.2090000000    0.7093360179    0.0000000000
   4.2120000000    0.7083259275    0.0000000000
   4.2150000000    0.7073179932    0.0000000000
   4.2180000000    0.7063122088    0.0000000000
   4.2210000000    0.7053085681    0.0000000000
   4.2240000000    0.7043070651    0.0000000000
   4.2270000000    0.7033076938    0.0000000000
   4.2300000000    0.7023104480    0.0000000000
   4.2330000000    0.7013153217    0.0000000000
   4.2360000000    0.7003223090    0.0000000000
   4.2390000000    0.6993314038    0.0000000000
   4.2420000000    0.6983426003    0.0000000000
   4.2450000000    0.6973558924    0.0000000000
   4.2480000000    0.6963712742    0.0000000000
   4.2510000000    0.6953887399    0.0000000000
   4.2540000000    0.6944082836    0.0000000000
   4.2570000000    0.6934298994    0.0000000000
   4.2600000000    0.6924535814    0.0000000000
   4.2630000000    0.6914793240    0.0000000000
   4.2660000000    0.6905071212    0.0000000000
   4.2690000000    0.6895369673    0.0000000000
   4.2720000000    0.6885688565    0.0000000000
   4.2750000000    0.6876027832    0.0000000000
   4.2780000000    0.6866387415    0.0000000000
   4.2810000000    0.6856767259    0.0000000000
   4.2840000000    0.6847167306    0.0000000000
   4.2870000000    0.6837587500    0.0000000000
   4.2900000000    0.6828027784    0.0000000000
   4.2930000000    0.6818488103    0.0000000000
   4.2960000000    0.6808968400    0.0000000000
   4.2990000000    0.6799468619    0.0000000000
   4.3020000000    0.6789988706    0.0000000000
   4.3050000000    0.6780528605    0.0000000000
   4.3080000000    0.6771088260    0.0000000000
   4.3110000000    0.6761667616    0.0000000000
   4.3140000000    0.6752266620    0.0000000000
   4.3170000000    0.6742885215    0.0000000000
   4.3200000000    0.6733523349    0.0000000000
   4.3230000000    0.6724180966    0.0000000000
   4.3260000000    0.6714858012    0.0000000000
   4.3290000000    0.6705554435    0.0000000000
   4.3320000000    0.6696270179    0.0000000000
   4.3350000000    0.6687005192    0.0000000000
   4.3380000000    0.6677759420    0.0000000000
   4.3410000000    0.6668532811    0.0000000000
   4.3440000000    0.6659325311    0.0000000000
   4.3470000000    0.6650136867    0.0000000000
   4.3500000000    0.6640967427    0.0000000000
   4.3530000000    0.6631816939    0.0000000000
   4.3560000000    0.6622685351    0.0000000000
   4.3590000000    0.6613572610    0.0000000000
   4.3620000000    0.6604478664    0.0000000000
   4.3650000000    0.6595403463    0.0000000000
   4.3680000000    0.6586346954    0.0000000000
   4.3710000000    0.6577309086    0.0000000000
   4.3740000000    0.6568289808    0.0000000000
   4.3770000000    0.6559289070    0.0000000000
   4.3800000000    0.6550306819    0.0000000000
   4.3830000000    0.6541343007    0.0000000000
   4.3860000000    0.6532397581    0.0000000000
   4.3890000000    0.6523470493    0.0000000000
   4.3920000000    0.6514561692    0.0000000000
   4.3950000000    0.6505671128    0.0000000000
   4.3980000000    0.6496798751    0.0000000000
   4.4010000000    0.6487944512    0.0000000000
   4.4040000000    0.6479108361    0.0000000000
   4.4070000000    0.6470290249    0.0000000000
   4.4100000000    0.6461490127    0.0000000000
   4.4130000000    0.6452707947    0.0000000000
   4.4160000000    0.6443943658    0.0000000000
   4.4190000000    0.6435197214    0.0000000000
   4.4220000000    0.6426468565    0.0000000000
   4.4250000000    0.6417757663    0.0000000000
   4.4280000000    0.6409064460    0.0000000000
   4.4310000000    0.6400388909    0.0000000000
   4.4340000000    0.6391730961    0.0000000000
   4.4370000000    0.6383090568    0.0000000000
   4.4400000000    0.6374467684    0.0000000000
   4.4430000000    0.6365862262    0.0000000000
   4.4460000000    0.6357274253    0.0000000000
   4.4490000000    0.6348703611    0.0000000000
   4.4520000000    0.6340150290    0.0000000000
   4.4550000000    0.6331614242    0.0000000000
   4.4580000000    0.6323095421    0.0000000000
   4.4610000000    0.6314593781    0.0000000000
   4.4640000000    0.6306109276    0.0000000000
   4.4670000000    0.6297641859    0.0000000000
   4.4700000000    0.6289191485    0.0000000000
   4.4730000000    0.6280758108    0.0000000000
   4.4760000000    0.6272341683    0.0000000000
   4.4790000000    0.6263942164    0.0000000000
   4.4820000000    0.6255559505    0.0000000000
   4.4850000000    0.6247193663    0.0000000000
   4.4880000000    0.6238844591    0.0000000000
   4.4910000000    0.6230512245    0.0000000000
   4.4940000000    0.6222196581    0.0000000000
   4.4970000000    0.6213897553    0.0000000000
   4.5000000000    0.6205615118    0.0000000000
   4.5030000000    0.6197349232    0.0000000000
   4.5060000000    0.6189099849    0.0000000000
   4.5090000000    0.6180866927    0.0000000000
   4.5120000000    0.6172650422    0.0000000000
   4.5150000000    0.6164450289    0.0000000000
   4.5180000000    0.6156266486    0.0000000000
   4.5210000000    0.6148098969    0.0000000000
   4.5240000000    0.6139947695    0.0000000000
   4.5270000000    0.6131812621    0.0000000000
   4.5300000000    0.6123693705    0.0000000000
   4.5330000000    0.6115590902    0.0000000000
   4.5360000000    0.6107504171    0.0000000000
   4.5390000000    0.6099433470    0.0000000000
   4.5420000000    0.6091378755    0.0000000000
   4.5450000000    0.6083339985    0.0000000000
   4.5480000000    0.6075317117    0.0000000000
   4.5510000000    0.6067310110    0.0000000000
   4.5540000000    0.6059318922    0.0000000000
   4.5570000000    0.6051343511    0.0000000000
   4.5600000000    0.6043383837    0.0000000000
   4.5630000000    0.6035439856    0.0000000000
   4.5660000000    0.6027511529    0.0000000000
   4.5690000000    0.6019598813    0.0000000000
   4.5720000000    0.6011701669    0.0000000000
   4.5750000000    0.6003820055    0.0000000000
   4.5780000000    0.5995953931    0.0000000000
   4.5810000000    0.5988103256    0.0000000000
   4.5840000000    0.5980267989    0.0000000000
   4.5870000000    0.5972448090    0.0000000000
   4.5900000000    0.5964643520    0.0000000000
   4.5930000000    0.5956854238    0.0000000000
   4.5960000000    0.5949080204    0.0000000000
   4.5990000000    0.5941321378    0.0000000000
   4.6020000000    0.5933577721    0.0000000000
   4.6050000000    0.5925849194    0.0000000000
   4.6080000000    0.5918135756    0.0000000000
   4.6110000000    0.5910437369    0.0000000000
   4.6140000000    0.5902753993    0.0000000000
   4.6170000000    0.5895085590    0.0000000000
   4.6200000000    0.5887432120    0.0000000000
   4.6230000000    0.5879793545    0.0000000000
   4.6260000000    0.5872169827    0.0000000000
   4.6290000000    0.5864560926    0.0000000000
   4.6320000000    0.5856966804    0.0000000000
   4.6350000000    0.5849387424    0.0000000000
   4.6380000000    0.5841822747    0.0000000000
   4.6410000000    0.5834272734    0.0000000000
   4.6440000000    0.5826737349    0.0000000000
   4.6470000000    0.5819216553    0.0000000000
   4.6500000000    0.5811710308    0.0000000000
   4.6530000000    0.5804218578    0.0000000000
   4.6560000000    0.5796741325    0.0000000000
   4.6590000000    0.5789278511    0.0000000000
   4.6620000000    0.5781830099    0.0000000000
   4.6650000000    0.5774396053    0.0000000000
   4.6680000000    0.5766976335    0.0000000000
   4.6710000000    0.5759570909    0.0000000000
   4.6740000000    0.5752179737    0.0000000000
   4.6770000000    0.5744802784    0.0000000000
   4.6800000000    0.5737440013    0.0000000000
   4.6830000000    0.5730091388    0.0000000000
   4.6860000000    0.5722756871    0.0000000000
   4.6890000000    0.5715436428    0.0000000000
   4.6920000000    0.5708130023    0.0000000000
   4.6950000000    0.5700837618    0.0000000000
   4.6980000000    0.5693559180    0.0000000000
   4.7010000000    0.5686294671    0.0000000000
   4.7040000000    0.5679044057    0.0000000000
   4.7070000000    0.5671807302    0.0000000000
   4.7100000000    0.5664584371    0.0000000000
   4.7130000000    0.5657375228    0.0000000000
   4.7160000000    0.5650179839    0.0000000000
   4.7190000000    0.5642998169    0.0000000000
   4.7220000000    0.5635830182    0.0000000000
   4.7250000000    0.5628675844    0.0000000000
   4.7280000000    0.5621535121    0.0000000000
   4.7310000000    0.5614407977    0.0000000000
   4.7340000000    0.5607294379    0.0000000000
   4.7370000000    0.5600194292    0.0000000000
   4.7400000000    0.5593107681    0.0000000000
   4.7430000000    0.5586034514    0.0000000000
   4.7460000000    0.5578974755    0.0000000000
   4.7490000000    0.5571928372    0.0000000000
   4.7520000000    0.5564895330    0.0000000000
   4.7550000000    0.5557875595    0.0000000000
   4.7580000000    0.5550869134    0.0000000000
   4.7610000000    0.5543875914    0.0000000000
   4.7640000000    0.5536895901    0.0000000000
   4.7670000000    0.5529929062    0.0000000000
   4.7700000000    0.5522975363    0.0000000000
   4.7730000000    0.5516034773    0.0000000000
   4.7760000000    0.5509107257    0.0000000000
   4.7790000000    0.5502192784    0.0000000000
   4.7820000000    0.5495291320    0.0000000000
   4.7850000000    0.5488402833    0.0000000000
   4.7880000000    0.5481527289    0.0000000000
   4.7910000000    0.5474664658    0.0000000000
   4.7940000000    0.5467814906    0.0000000000
   4.7970000000    0.5460978002    0.0000000000
   4.8000000000    0.5454153912    0.0000000000
   4.8030000000    0.5447342606    0.0000000000
   4.8060000000    0.5440544052    0.0000000000
   4.8090000000    0.5433758216    0.0000000000
   4.8120000000    0.5426985068    0.0000000000
   4.8150000000    0.5420224577    0.0000000000
   4.8180000000    0.5413476710    0.0000000000
   4.8210000000    0.5406741437    0.0000000000
   4.8240000000    0.5400018725    0.0000000000
   4.8270000000    0.5393308544    0.0000000000
   4.8300000000    0.5386610862    0.0000000000
   4.8330000000    0.5379925649    0.0000000000
   4.8360000000    0.5373252874    0.0000000000
   4.8390000000    0.5366592505    0.0000000000
   4.8420000000    0.5359944513    0.0000000000
   4.8450000000    0.5353308866    0.0000000000
   4.8480000000    0.5346685533    0.0000000000
   4.8510000000    0.5340074485    0.0000000000
   4.8540000000    0.5333475691    0.0000000000
   4.8570000000    0.5326889121    0.0000000000
   4.8600000000    0.5320314745    0.0000000000
   4.8630000000    0.5313752532    0.0000000000
   4.8660000000    0.5307202452    0.0000000000
   4.8690000000    0.5300664476    0.0000000000
   4.8720000000    0.5294138574    0.0000000000
   4.8750000000    0.5287624716    0.0000000000
   4.8780000000    0.5281122873    0.0000000000
   4.8810000000    0.5274633014    0.0000000000
   4.8840000000    0.5268155111    0.0000000000
   4.8870000000    0.5261689134    0.0000000000
   4.8900000000    0.5255235054    0.0000000000
   4.8930000000    0.5248792842    0.0000000000
   4.8960000000    0.5242362469    0.0000000000
   4.8990000000    0.5235943905    0.0000000000
   4.9020000000    0.5229537122    0.0000000000
   4.9050000000    0.5223142091    0.0000000000
   4.9080000000    0.5216758783    0.0000000000
   4.9110000000    0.5210387170    0.0000000000
   4.9140000000    0.5204027223    0.0000000000
   4.9170000000    0.5197678913    0.0000000000
   4.9200000000    0.5191342213    0.0000000000
   4.9230000000    0.5185017094    0.0000000000
   4.9260000000    0.5178703527    0.0000000000
   4.9290000000    0.5172401485    0.0000000000
   4.9320000000    0.5166110939    0.0000000000
   4.9350000000    0.5159831863    0.0000000000
   4.9380000000    0.5153564227    0.0000000000
   4.9410000000    0.5147308003    0.0000000000
   4.9440000000    0.5141063166    0.0000000000
   4.9470000000    0.5134829686    0.0000000000
   4.9500000000    0.5128607536    0.0000000000
   4.9530000000    0.5122396689    0.0000000000
   4.9560000000    0.5116197117    0.0000000000
   4.9590000000    0.5110008793    0.0000000000
   4.9620000000    0.5103831690    0.0000000000
   4.9650000000    0.5097665781    0.0000000000
   4.9680000000    0.5091511039    0.0000000000
   4.9710000000    0.5085367436    0.0000000000
   4.9740000000    0.5079234947    0.0000000000
   4.9770000000    0.5073113543    0.0000000000
   4.9800000000    0.5067003199    0.0000000000
   4.9830000000    0.5060903888    0.0000000000
   4.9860000000    0.5054815583    0.0000000000
   4.9890000000    0.5048738258    0.0000000000
   4.9920000000    0.5042671887    0.0000000000
   4.9950000000    0.5036616442    0.0000000000
   4.9980000000    0.5030571898    0.0000000000
   5.0010000000    0.5024538229    0.0000000000
   5.0040000000    0.5018515409    0.0000000000
   5.0070000000    0.5012503412    0.0000000000
   5.0100000000    0.5006502211    0.0000000000
   5.0130000000    0.5000511781    0.0000000000
   5.0160000000    0.4994532096    0.0000000000
   5.0190000000    0.4988563131    0.0000000000
   5.0220000000    0.4982604860    0.0000000000
   5.0250000000    0.4976657257    0.0000000000
   5.0280000000    0.4970720297    0.0000000000
   5.0310000000    0.4964793954    0.0000000000
   5.0340000000    0.4958878204    0.0000000000
   5.0370000000    0.4952973020    0.0000000000
   5.0400000000    0.4947078379    0.0000000000
   5.0430000000    0.4941194254    0.0000000000
   5.0460000000    0.4935320621    0.0000000000
   5.0490000000    0.4929457455    0.0000000000
   5.0520000000    0.4923604730    0.0000000000
   5.0550000000    0.4917762423    0.0000000000
   5.0580000000    0.4911930509    0.0000000000
   5.0610000000    0.4906108962    0.0000000000
   5.0640000000    0.4900297758    0.0000000000
   5.0670000000    0.4894496874    0.0000000000
   5.0700000000    0.4888706283    0.0000000000
   5.0730000000    0.4882925963    0.0000000000
   5.0760000000    0.4877155889    0.0000000000
   5.0790000000    0.4871396036    0.0000000000
   5.0820000000    0.4865646380    0.0000000000
   5.0850000000    0.4859906898    0.0000000000
   5.0880000000    0.4854177565    0.0000000000
   5.0910000000    0.4848458358    0.0000000000
   5.0940000000    0.4842749253    0.0000000000
   5.0970000000    0.4837050225    0.0000000000
   5.1000000000    0.4831361251    0.0000000000
   5.1030000000    0.4825682308    0.0000000000
   5.1060000000    0.4820013372    0.0000000000
   5.1090000000    0.4814354419    0.0000000000
   5.1120000000    0.4808705427    0.0000000000
   5.1150000000    0.4803066371    0.0000000000
   5.1180000000    0.4797437228    0.0000000000
   5.1210000000    0.4791817975    0.0000000000
   5.1240000000    0.4786208590    0.0000000000
   5.1270000000    0.4780609048    0.0000000000
   5.1300000000    0.4775019328    0.0000000000
   5.1330000000    0.4769439405    0.0000000000
   5.1360000000    0.4763869257    0.0000000000
   5.1390000000    0.4758308862    0.0000000000
   5.1420000000    0.4752758196    0.0000000000
   5.1450000000    0.4747217236    0.0000000000
   5.1480000000    0.4741685961    0.0000000000
   5.1510000000    0.4736164348    0.0000000000
   5.1540000000    0.4730652373    0.0000000000
   5.1570000000    0.4725150016    0.0000000000
   5.1600000000    0.4719657253    0.0000000000
   5.1630000000    0.4714174061    0.0000000000
   5.1660000000    0.4708700420    0.0000000000
   5.1690000000    0.4703236306    0.0000000000
   5.1720000000    0.4697781698    0.0000000000
   5.1750000000    0.4692336573    0.0000000000
   5.1780000000    0.4686900910    0.0000000000
   5.1810000000    0.4681474687    0.0000000000
   5.1840000000    0.4676057881    0.0000000000
   5.1870000000    0.4670650471    0.0000000000
   5.1900000000    0.4665252436    0.0000000000
   5.1930000000    0.4659863753    0.0000000000
   5.1960000000    0.4654484402    0.0000000000
   5.1990000000    0.4649114360    0.0000000000
   5.2020000000    0.4643753606    0.0000000000
   5.2050000000    0.4638402118    0.0000000000
   5.2080000000    0.4633059876    0.0000000000
   5.2110000000    0.4627726858    0.0000000000
   5.2140000000    0.4622403043    0.0000000000
   5.2170000000    0.4617088409    0.0000000000
   5.2200000000    0.4611782936    0.0000000000
   5.2230000000    0.4606486602    0.0000000000
   5.2260000000    0.4601199387    0.0000000000
   5.2290000000    0.4595921269    0.0000000000
   5.2320000000    0.4590652228    0.0000000000
   5.2350000000    0.4585392243    0.0000000000
   5.2380000000    0.4580141294    0.0000000000
   5.2410000000    0.4574899358    0.0000000000
   5.2440000000    0.4569666417    0.0000000000
   5.2470000000    0.4564442449    0.0000000000
   5.2500000000    0.4559227434    0.0000000000
   5.2530000000    0.4554021351    0.0000000000
   5.2560000000    0.4548824180    0.0000000000
   5.2590000000    0.4543635901    0.0000000000
   5.2620000000    0.4538456493    0.0000000000
   5.2650000000    0.4533285936    0.0000000000
   5.2680000000    0.4528124211    0.0000000000
   5.2710000000    0.4522971296    0.0000000000
