q non-Coulombic_BLPS full_BLPS
  16.1970000000    0.0479005720    0.0000000000
  16.2000000000    0.0478828327    0.0000000000
  16.2030000000    0.0478651032    0.0000000000
  16.2060000000    0.0478473836    0.0000000000
  16.2090000000    0.0478296739    0.0000000000
  16.2120000000    0.0478119739    0.0000000000
  16.2150000000    0.0477942838    0.0000000000
  16.2180000000    0.0477766035    0.0000000000
  16.2210000000    0.0477589330    0.0000000000
  16.2240000000    0.0477412723    0.0000000000
  16.2270000000    0.0477236214    0.0000000000
  16.2300000000    0.0477059803    0.0000000000
  16.2330000000    0.0476883490    0.0000000000
  16.2360000000    0.0476707274    0.0000000000
  16.2390000000    0.0476531156    0.0000000000
  16.2420000000    0.0476355136    0.0000000000
  16.2450000000    0.0476179213    0.0000000000
  16.2480000000    0.0476003387    0.0000000000
  16.2510000000    0.0475827659    0.0000000000
  16.2540000000    0.0475652028    0.0000000000
  16.2570000000    0.0475476495    0.0000000000
  16.2600000000    0.0475301059    0.0000000000
  16.2630000000    0.0475125719    0.0000000000
  16.2660000000    0.0474950477    0.0000000000
  16.2690000000    0.0474775332    0.0000000000
  16.2720000000    0.0474600283    0.0000000000
  16.2750000000    0.0474425331    0.0000000000
  16.2780000000    0.0474250476    0.0000000000
  16.2810000000    0.0474075718    0.0000000000
  16.2840000000    0.0473901056    0.0000000000
  16.2870000000    0.0473726491    0.0000000000
  16.2900000000    0.0473552022    0.0000000000
  16.2930000000    0.0473377650    0.0000000000
  16.2960000000    0.0473203373    0.0000000000
  16.2990000000    0.0473029194    0.0000000000
  16.3020000000    0.0472855110    0.0000000000
  16.3050000000    0.0472681122    0.0000000000
  16.3080000000    0.0472507230    0.0000000000
  16.3110000000    0.0472333435    0.0000000000
  16.3140000000    0.0472159735    0.0000000000
  16.3170000000    0.0471986131    0.0000000000
  16.3200000000    0.0471812622    0.0000000000
  16.3230000000    0.0471639209    0.0000000000
  16.3260000000    0.0471465892    0.0000000000
  16.3290000000    0.0471292671    0.0000000000
  16.3320000000    0.0471119545    0.0000000000
  16.3350000000    0.0470946514    0.0000000000
  16.3380000000    0.0470773578    0.0000000000
  16.3410000000    0.0470600738    0.0000000000
  16.3440000000    0.0470427993    0.0000000000
  16.3470000000    0.0470255343    0.0000000000
  16.3500000000    0.0470082788    0.0000000000
  16.3530000000    0.0469910328    0.0000000000
  16.3560000000    0.0469737963    0.0000000000
  16.3590000000    0.0469565693    0.0000000000
  16.3620000000    0.0469393517    0.0000000000
  16.3650000000    0.0469221436    0.0000000000
  16.3680000000    0.0469049450    0.0000000000
  16.3710000000    0.0468877559    0.0000000000
  16.3740000000    0.0468705761    0.0000000000
  16.3770000000    0.0468534059    0.0000000000
  16.3800000000    0.0468362450    0.0000000000
  16.3830000000    0.0468190936    0.0000000000
  16.3860000000    0.0468019516    0.0000000000
  16.3890000000    0.0467848190    0.0000000000
  16.3920000000    0.0467676958    0.0000000000
  16.3950000000    0.0467505820    0.0000000000
  16.3980000000    0.0467334776    0.0000000000
  16.4010000000    0.0467163826    0.0000000000
  16.4040000000    0.0466992970    0.0000000000
  16.4070000000    0.0466822207    0.0000000000
  16.4100000000    0.0466651538    0.0000000000
  16.4130000000    0.0466480963    0.0000000000
  16.4160000000    0.0466310481    0.0000000000
  16.4190000000    0.0466140093    0.0000000000
  16.4220000000    0.0465969798    0.0000000000
  16.4250000000    0.0465799596    0.0000000000
  16.4280000000    0.0465629488    0.0000000000
  16.4310000000    0.0465459472    0.0000000000
  16.4340000000    0.0465289550    0.0000000000
  16.4370000000    0.0465119721    0.0000000000
  16.4400000000    0.0464949985    0.0000000000
  16.4430000000    0.0464780341    0.0000000000
  16.4460000000    0.0464610791    0.0000000000
  16.4490000000    0.0464441333    0.0000000000
  16.4520000000    0.0464271968    0.0000000000
  16.4550000000    0.0464102695    0.0000000000
  16.4580000000    0.0463933516    0.0000000000
  16.4610000000    0.0463764428    0.0000000000
  16.4640000000    0.0463595433    0.0000000000
  16.4670000000    0.0463426531    0.0000000000
  16.4700000000    0.0463257720    0.0000000000
  16.4730000000    0.0463089002    0.0000000000
  16.4760000000    0.0462920376    0.0000000000
  16.4790000000    0.0462751842    0.0000000000
  16.4820000000    0.0462583401    0.0000000000
  16.4850000000    0.0462415051    0.0000000000
  16.4880000000    0.0462246793    0.0000000000
  16.4910000000    0.0462078627    0.0000000000
  16.4940000000    0.0461910552    0.0000000000
  16.4970000000    0.0461742569    0.0000000000
  16.5000000000    0.0461574678    0.0000000000
  16.5030000000    0.0461406879    0.0000000000
  16.5060000000    0.0461239171    0.0000000000
  16.5090000000    0.0461071554    0.0000000000
  16.5120000000    0.0460904029    0.0000000000
  16.5150000000    0.0460736595    0.0000000000
  16.5180000000    0.0460569252    0.0000000000
  16.5210000000    0.0460402000    0.0000000000
  16.5240000000    0.0460234840    0.0000000000
  16.5270000000    0.0460067770    0.0000000000
  16.5300000000    0.0459900791    0.0000000000
  16.5330000000    0.0459733904    0.0000000000
  16.5360000000    0.0459567107    0.0000000000
  16.5390000000    0.0459400401    0.0000000000
  16.5420000000    0.0459233785    0.0000000000
  16.5450000000    0.0459067260    0.0000000000
  16.5480000000    0.0458900826    0.0000000000
  16.5510000000    0.0458734482    0.0000000000
  16.5540000000    0.0458568229    0.0000000000
  16.5570000000    0.0458402066    0.0000000000
  16.5600000000    0.0458235993    0.0000000000
  16.5630000000    0.0458070011    0.0000000000
  16.5660000000    0.0457904119    0.0000000000
  16.5690000000    0.0457738317    0.0000000000
  16.5720000000    0.0457572605    0.0000000000
  16.5750000000    0.0457406982    0.0000000000
  16.5780000000    0.0457241450    0.0000000000
  16.5810000000    0.0457076008    0.0000000000
  16.5840000000    0.0456910655    0.0000000000
  16.5870000000    0.0456745392    0.0000000000
  16.5900000000    0.0456580219    0.0000000000
  16.5930000000    0.0456415135    0.0000000000
  16.5960000000    0.0456250141    0.0000000000
  16.5990000000    0.0456085236    0.0000000000
  16.6020000000    0.0455920421    0.0000000000
  16.6050000000    0.0455755695    0.0000000000
  16.6080000000    0.0455591058    0.0000000000
  16.6110000000    0.0455426511    0.0000000000
  16.6140000000    0.0455262052    0.0000000000
  16.6170000000    0.0455097683    0.0000000000
  16.6200000000    0.0454933402    0.0000000000
  16.6230000000    0.0454769211    0.0000000000
  16.6260000000    0.0454605109    0.0000000000
  16.6290000000    0.0454441095    0.0000000000
  16.6320000000    0.0454277170    0.0000000000
  16.6350000000    0.0454113333    0.0000000000
  16.6380000000    0.0453949586    0.0000000000
  16.6410000000    0.0453785927    0.0000000000
  16.6440000000    0.0453622356    0.0000000000
  16.6470000000    0.0453458874    0.0000000000
  16.6500000000    0.0453295480    0.0000000000
  16.6530000000    0.0453132174    0.0000000000
  16.6560000000    0.0452968957    0.0000000000
  16.6590000000    0.0452805828    0.0000000000
  16.6620000000    0.0452642787    0.0000000000
  16.6650000000    0.0452479834    0.0000000000
  16.6680000000    0.0452316969    0.0000000000
  16.6710000000    0.0452154191    0.0000000000
  16.6740000000    0.0451991502    0.0000000000
  16.6770000000    0.0451828901    0.0000000000
  16.6800000000    0.0451666387    0.0000000000
  16.6830000000    0.0451503961    0.0000000000
  16.6860000000    0.0451341622    0.0000000000
  16.6890000000    0.0451179371    0.0000000000
  16.6920000000    0.0451017208    0.0000000000
  16.6950000000    0.0450855132    0.0000000000
  16.6980000000    0.0450693143    0.0000000000
  16.7010000000    0.0450531242    0.0000000000
  16.7040000000    0.0450369427    0.0000000000
  16.7070000000    0.0450207700    0.0000000000
  16.7100000000    0.0450046060    0.0000000000
  16.7130000000    0.0449884507    0.0000000000
  16.7160000000    0.0449723041    0.0000000000
  16.7190000000    0.0449561662    0.0000000000
  16.7220000000    0.0449400370    0.0000000000
  16.7250000000    0.0449239165    0.0000000000
  16.7280000000    0.0449078046    0.0000000000
  16.7310000000    0.0448917014    0.0000000000
  16.7340000000    0.0448756069    0.0000000000
  16.7370000000    0.0448595210    0.0000000000
  16.7400000000    0.0448434437    0.0000000000
  16.7430000000    0.0448273751    0.0000000000
  16.7460000000    0.0448113152    0.0000000000
  16.7490000000    0.0447952638    0.0000000000
  16.7520000000    0.0447792211    0.0000000000
  16.7550000000    0.0447631870    0.0000000000
  16.7580000000    0.0447471615    0.0000000000
  16.7610000000    0.0447311447    0.0000000000
  16.7640000000    0.0447151364    0.0000000000
  16.7670000000    0.0446991367    0.0000000000
  16.7700000000    0.0446831456    0.0000000000
  16.7730000000    0.0446671631    0.0000000000
  16.7760000000    0.0446511891    0.0000000000
  16.7790000000    0.0446352237    0.0000000000
  16.7820000000    0.0446192669    0.0000000000
  16.7850000000    0.0446033186    0.0000000000
  16.7880000000    0.0445873789    0.0000000000
  16.7910000000    0.0445714477    0.0000000000
  16.7940000000    0.0445555251    0.0000000000
  16.7970000000    0.0445396110    0.0000000000
  16.8000000000    0.0445237054    0.0000000000
  16.8030000000    0.0445078083    0.0000000000
  16.8060000000    0.0444919198    0.0000000000
  16.8090000000    0.0444760397    0.0000000000
  16.8120000000    0.0444601682    0.0000000000
  16.8150000000    0.0444443051    0.0000000000
  16.8180000000    0.0444284506    0.0000000000
  16.8210000000    0.0444126045    0.0000000000
  16.8240000000    0.0443967669    0.0000000000
  16.8270000000    0.0443809378    0.0000000000
  16.8300000000    0.0443651171    0.0000000000
  16.8330000000    0.0443493049    0.0000000000
  16.8360000000    0.0443335011    0.0000000000
  16.8390000000    0.0443177058    0.0000000000
  16.8420000000    0.0443019189    0.0000000000
  16.8450000000    0.0442861405    0.0000000000
  16.8480000000    0.0442703705    0.0000000000
  16.8510000000    0.0442546089    0.0000000000
  16.8540000000    0.0442388557    0.0000000000
  16.8570000000    0.0442231109    0.0000000000
  16.8600000000    0.0442073746    0.0000000000
  16.8630000000    0.0441916466    0.0000000000
  16.8660000000    0.0441759270    0.0000000000
  16.8690000000    0.0441602159    0.0000000000
  16.8720000000    0.0441445131    0.0000000000
  16.8750000000    0.0441288186    0.0000000000
  16.8780000000    0.0441131326    0.0000000000
  16.8810000000    0.0440974549    0.0000000000
  16.8840000000    0.0440817855    0.0000000000
  16.8870000000    0.0440661245    0.0000000000
  16.8900000000    0.0440504719    0.0000000000
  16.8930000000    0.0440348276    0.0000000000
  16.8960000000    0.0440191916    0.0000000000
  16.8990000000    0.0440035639    0.0000000000
  16.9020000000    0.0439879446    0.0000000000
  16.9050000000    0.0439723336    0.0000000000
  16.9080000000    0.0439567309    0.0000000000
  16.9110000000    0.0439411365    0.0000000000
  16.9140000000    0.0439255503    0.0000000000
  16.9170000000    0.0439099725    0.0000000000
  16.9200000000    0.0438944030    0.0000000000
  16.9230000000    0.0438788417    0.0000000000
  16.9260000000    0.0438632888    0.0000000000
  16.9290000000    0.0438477441    0.0000000000
  16.9320000000    0.0438322076    0.0000000000
  16.9350000000    0.0438166794    0.0000000000
  16.9380000000    0.0438011595    0.0000000000
  16.9410000000    0.0437856478    0.0000000000
  16.9440000000    0.0437701443    0.0000000000
  16.9470000000    0.0437546491    0.0000000000
  16.9500000000    0.0437391621    0.0000000000
  16.9530000000    0.0437236833    0.0000000000
  16.9560000000    0.0437082127    0.0000000000
  16.9590000000    0.0436927504    0.0000000000
  16.9620000000    0.0436772962    0.0000000000
  16.9650000000    0.0436618503    0.0000000000
  16.9680000000    0.0436464125    0.0000000000
  16.9710000000    0.0436309829    0.0000000000
  16.9740000000    0.0436155615    0.0000000000
  16.9770000000    0.0436001483    0.0000000000
  16.9800000000    0.0435847433    0.0000000000
  16.9830000000    0.0435693464    0.0000000000
  16.9860000000    0.0435539577    0.0000000000
  16.9890000000    0.0435385771    0.0000000000
  16.9920000000    0.0435232046    0.0000000000
  16.9950000000    0.0435078403    0.0000000000
  16.9980000000    0.0434924842    0.0000000000
  17.0010000000    0.0434771362    0.0000000000
  17.0040000000    0.0434617962    0.0000000000
  17.0070000000    0.0434464645    0.0000000000
  17.0100000000    0.0434311408    0.0000000000
  17.0130000000    0.0434158252    0.0000000000
  17.0160000000    0.0434005177    0.0000000000
  17.0190000000    0.0433852183    0.0000000000
  17.0220000000    0.0433699271    0.0000000000
  17.0250000000    0.0433546438    0.0000000000
  17.0280000000    0.0433393687    0.0000000000
  17.0310000000    0.0433241016    0.0000000000
  17.0340000000    0.0433088427    0.0000000000
  17.0370000000    0.0432935917    0.0000000000
  17.0400000000    0.0432783488    0.0000000000
  17.0430000000    0.0432631140    0.0000000000
  17.0460000000    0.0432478872    0.0000000000
  17.0490000000    0.0432326685    0.0000000000
  17.0520000000    0.0432174577    0.0000000000
  17.0550000000    0.0432022551    0.0000000000
  17.0580000000    0.0431870604    0.0000000000
  17.0610000000    0.0431718737    0.0000000000
  17.0640000000    0.0431566951    0.0000000000
  17.0670000000    0.0431415244    0.0000000000
  17.0700000000    0.0431263618    0.0000000000
  17.0730000000    0.0431112071    0.0000000000
  17.0760000000    0.0430960605    0.0000000000
  17.0790000000    0.0430809218    0.0000000000
  17.0820000000    0.0430657911    0.0000000000
  17.0850000000    0.0430506683    0.0000000000
  17.0880000000    0.0430355535    0.0000000000
  17.0910000000    0.0430204467    0.0000000000
  17.0940000000    0.0430053478    0.0000000000
  17.0970000000    0.0429902569    0.0000000000
  17.1000000000    0.0429751739    0.0000000000
  17.1030000000    0.0429600989    0.0000000000
  17.1060000000    0.0429450318    0.0000000000
  17.1090000000    0.0429299726    0.0000000000
  17.1120000000    0.0429149213    0.0000000000
  17.1150000000    0.0428998780    0.0000000000
  17.1180000000    0.0428848426    0.0000000000
  17.1210000000    0.0428698150    0.0000000000
  17.1240000000    0.0428547954    0.0000000000
  17.1270000000    0.0428397836    0.0000000000
  17.1300000000    0.0428247798    0.0000000000
  17.1330000000    0.0428097838    0.0000000000
  17.1360000000    0.0427947957    0.0000000000
  17.1390000000    0.0427798154    0.0000000000
  17.1420000000    0.0427648431    0.0000000000
  17.1450000000    0.0427498785    0.0000000000
  17.1480000000    0.0427349219    0.0000000000
  17.1510000000    0.0427199731    0.0000000000
  17.1540000000    0.0427050321    0.0000000000
  17.1570000000    0.0426900990    0.0000000000
  17.1600000000    0.0426751737    0.0000000000
  17.1630000000    0.0426602562    0.0000000000
  17.1660000000    0.0426453465    0.0000000000
  17.1690000000    0.0426304447    0.0000000000
  17.1720000000    0.0426155506    0.0000000000
  17.1750000000    0.0426006644    0.0000000000
  17.1780000000    0.0425857860    0.0000000000
  17.1810000000    0.0425709153    0.0000000000
  17.1840000000    0.0425560525    0.0000000000
  17.1870000000    0.0425411974    0.0000000000
  17.1900000000    0.0425263501    0.0000000000
  17.1930000000    0.0425115106    0.0000000000
  17.1960000000    0.0424966789    0.0000000000
  17.1990000000    0.0424818549    0.0000000000
  17.2020000000    0.0424670386    0.0000000000
  17.2050000000    0.0424522302    0.0000000000
  17.2080000000    0.0424374294    0.0000000000
  17.2110000000    0.0424226364    0.0000000000
  17.2140000000    0.0424078511    0.0000000000
  17.2170000000    0.0423930736    0.0000000000
  17.2200000000    0.0423783038    0.0000000000
  17.2230000000    0.0423635417    0.0000000000
  17.2260000000    0.0423487873    0.0000000000
  17.2290000000    0.0423340406    0.0000000000
  17.2320000000    0.0423193016    0.0000000000
  17.2350000000    0.0423045703    0.0000000000
  17.2380000000    0.0422898467    0.0000000000
  17.2410000000    0.0422751308    0.0000000000
  17.2440000000    0.0422604226    0.0000000000
  17.2470000000    0.0422457220    0.0000000000
  17.2500000000    0.0422310292    0.0000000000
  17.2530000000    0.0422163439    0.0000000000
  17.2560000000    0.0422016664    0.0000000000
  17.2590000000    0.0421869965    0.0000000000
  17.2620000000    0.0421723342    0.0000000000
  17.2650000000    0.0421576796    0.0000000000
  17.2680000000    0.0421430326    0.0000000000
  17.2710000000    0.0421283932    0.0000000000
  17.2740000000    0.0421137615    0.0000000000
  17.2770000000    0.0420991374    0.0000000000
  17.2800000000    0.0420845209    0.0000000000
  17.2830000000    0.0420699121    0.0000000000
  17.2860000000    0.0420553108    0.0000000000
  17.2890000000    0.0420407171    0.0000000000
  17.2920000000    0.0420261310    0.0000000000
  17.2950000000    0.0420115525    0.0000000000
  17.2980000000    0.0419969816    0.0000000000
  17.3010000000    0.0419824183    0.0000000000
  17.3040000000    0.0419678626    0.0000000000
  17.3070000000    0.0419533144    0.0000000000
  17.3100000000    0.0419387738    0.0000000000
  17.3130000000    0.0419242407    0.0000000000
  17.3160000000    0.0419097152    0.0000000000
  17.3190000000    0.0418951973    0.0000000000
  17.3220000000    0.0418806868    0.0000000000
  17.3250000000    0.0418661840    0.0000000000
  17.3280000000    0.0418516886    0.0000000000
  17.3310000000    0.0418372008    0.0000000000
  17.3340000000    0.0418227205    0.0000000000
  17.3370000000    0.0418082477    0.0000000000
  17.3400000000    0.0417937824    0.0000000000
  17.3430000000    0.0417793247    0.0000000000
  17.3460000000    0.0417648744    0.0000000000
  17.3490000000    0.0417504317    0.0000000000
  17.3520000000    0.0417359964    0.0000000000
  17.3550000000    0.0417215686    0.0000000000
  17.3580000000    0.0417071483    0.0000000000
  17.3610000000    0.0416927354    0.0000000000
  17.3640000000    0.0416783301    0.0000000000
  17.3670000000    0.0416639322    0.0000000000
  17.3700000000    0.0416495417    0.0000000000
  17.3730000000    0.0416351587    0.0000000000
  17.3760000000    0.0416207832    0.0000000000
  17.3790000000    0.0416064151    0.0000000000
  17.3820000000    0.0415920544    0.0000000000
  17.3850000000    0.0415777012    0.0000000000
  17.3880000000    0.0415633554    0.0000000000
  17.3910000000    0.0415490170    0.0000000000
  17.3940000000    0.0415346861    0.0000000000
  17.3970000000    0.0415203626    0.0000000000
  17.4000000000    0.0415060464    0.0000000000
  17.4030000000    0.0414917377    0.0000000000
  17.4060000000    0.0414774364    0.0000000000
  17.4090000000    0.0414631424    0.0000000000
  17.4120000000    0.0414488559    0.0000000000
  17.4150000000    0.0414345767    0.0000000000
  17.4180000000    0.0414203049    0.0000000000
  17.4210000000    0.0414060405    0.0000000000
  17.4240000000    0.0413917834    0.0000000000
  17.4270000000    0.0413775338    0.0000000000
  17.4300000000    0.0413632914    0.0000000000
  17.4330000000    0.0413490564    0.0000000000
  17.4360000000    0.0413348288    0.0000000000
  17.4390000000    0.0413206085    0.0000000000
  17.4420000000    0.0413063956    0.0000000000
  17.4450000000    0.0412921899    0.0000000000
  17.4480000000    0.0412779917    0.0000000000
  17.4510000000    0.0412638007    0.0000000000
  17.4540000000    0.0412496170    0.0000000000
  17.4570000000    0.0412354407    0.0000000000
  17.4600000000    0.0412212716    0.0000000000
  17.4630000000    0.0412071099    0.0000000000
  17.4660000000    0.0411929555    0.0000000000
  17.4690000000    0.0411788083    0.0000000000
  17.4720000000    0.0411646685    0.0000000000
  17.4750000000    0.0411505359    0.0000000000
  17.4780000000    0.0411364106    0.0000000000
  17.4810000000    0.0411222926    0.0000000000
  17.4840000000    0.0411081818    0.0000000000
  17.4870000000    0.0410940783    0.0000000000
  17.4900000000    0.0410799820    0.0000000000
  17.4930000000    0.0410658930    0.0000000000
  17.4960000000    0.0410518113    0.0000000000
  17.4990000000    0.0410377368    0.0000000000
  17.5020000000    0.0410236695    0.0000000000
  17.5050000000    0.0410096095    0.0000000000
  17.5080000000    0.0409955567    0.0000000000
  17.5110000000    0.0409815111    0.0000000000
  17.5140000000    0.0409674727    0.0000000000
  17.5170000000    0.0409534416    0.0000000000
  17.5200000000    0.0409394176    0.0000000000
  17.5230000000    0.0409254009    0.0000000000
  17.5260000000    0.0409113913    0.0000000000
  17.5290000000    0.0408973890    0.0000000000
  17.5320000000    0.0408833938    0.0000000000
  17.5350000000    0.0408694058    0.0000000000
  17.5380000000    0.0408554250    0.0000000000
  17.5410000000    0.0408414514    0.0000000000
  17.5440000000    0.0408274849    0.0000000000
  17.5470000000    0.0408135256    0.0000000000
  17.5500000000    0.0407995734    0.0000000000
  17.5530000000    0.0407856284    0.0000000000
  17.5560000000    0.0407716906    0.0000000000
  17.5590000000    0.0407577599    0.0000000000
  17.5620000000    0.0407438363    0.0000000000
  17.5650000000    0.0407299199    0.0000000000
  17.5680000000    0.0407160106    0.0000000000
  17.5710000000    0.0407021084    0.0000000000
  17.5740000000    0.0406882133    0.0000000000
  17.5770000000    0.0406743254    0.0000000000
  17.5800000000    0.0406604445    0.0000000000
  17.5830000000    0.0406465708    0.0000000000
  17.5860000000    0.0406327042    0.0000000000
  17.5890000000    0.0406188446    0.0000000000
  17.5920000000    0.0406049922    0.0000000000
  17.5950000000    0.0405911468    0.0000000000
  17.5980000000    0.0405773085    0.0000000000
  17.6010000000    0.0405634773    0.0000000000
  17.6040000000    0.0405496532    0.0000000000
  17.6070000000    0.0405358361    0.0000000000
  17.6100000000    0.0405220261    0.0000000000
  17.6130000000    0.0405082232    0.0000000000
  17.6160000000    0.0404944273    0.0000000000
  17.6190000000    0.0404806384    0.0000000000
  17.6220000000    0.0404668566    0.0000000000
  17.6250000000    0.0404530818    0.0000000000
  17.6280000000    0.0404393141    0.0000000000
  17.6310000000    0.0404255533    0.0000000000
  17.6340000000    0.0404117996    0.0000000000
  17.6370000000    0.0403980530    0.0000000000
  17.6400000000    0.0403843133    0.0000000000
  17.6430000000    0.0403705806    0.0000000000
  17.6460000000    0.0403568550    0.0000000000
  17.6490000000    0.0403431363    0.0000000000
  17.6520000000    0.0403294247    0.0000000000
  17.6550000000    0.0403157200    0.0000000000
  17.6580000000    0.0403020223    0.0000000000
  17.6610000000    0.0402883316    0.0000000000
  17.6640000000    0.0402746479    0.0000000000
  17.6670000000    0.0402609711    0.0000000000
  17.6700000000    0.0402473013    0.0000000000
  17.6730000000    0.0402336385    0.0000000000
  17.6760000000    0.0402199826    0.0000000000
  17.6790000000    0.0402063337    0.0000000000
  17.6820000000    0.0401926917    0.0000000000
  17.6850000000    0.0401790566    0.0000000000
  17.6880000000    0.0401654285    0.0000000000
  17.6910000000    0.0401518074    0.0000000000
  17.6940000000    0.0401381931    0.0000000000
  17.6970000000    0.0401245858    0.0000000000
  17.7000000000    0.0401109854    0.0000000000
  17.7030000000    0.0400973919    0.0000000000
  17.7060000000    0.0400838053    0.0000000000
  17.7090000000    0.0400702257    0.0000000000
  17.7120000000    0.0400566529    0.0000000000
  17.7150000000    0.0400430870    0.0000000000
  17.7180000000    0.0400295280    0.0000000000
  17.7210000000    0.0400159759    0.0000000000
  17.7240000000    0.0400024307    0.0000000000
  17.7270000000    0.0399888923    0.0000000000
  17.7300000000    0.0399753609    0.0000000000
  17.7330000000    0.0399618363    0.0000000000
  17.7360000000    0.0399483185    0.0000000000
  17.7390000000    0.0399348076    0.0000000000
  17.7420000000    0.0399213036    0.0000000000
  17.7450000000    0.0399078064    0.0000000000
  17.7480000000    0.0398943161    0.0000000000
  17.7510000000    0.0398808325    0.0000000000
  17.7540000000    0.0398673559    0.0000000000
  17.7570000000    0.0398538860    0.0000000000
  17.7600000000    0.0398404230    0.0000000000
  17.7630000000    0.0398269668    0.0000000000
  17.7660000000    0.0398135175    0.0000000000
  17.7690000000    0.0398000749    0.0000000000
  17.7720000000    0.0397866391    0.0000000000
  17.7750000000    0.0397732102    0.0000000000
  17.7780000000    0.0397597880    0.0000000000
  17.7810000000    0.0397463727    0.0000000000
  17.7840000000    0.0397329641    0.0000000000
  17.7870000000    0.0397195623    0.0000000000
  17.7900000000    0.0397061673    0.0000000000
  17.7930000000    0.0396927790    0.0000000000
  17.7960000000    0.0396793976    0.0000000000
  17.7990000000    0.0396660229    0.0000000000
  17.8020000000    0.0396526549    0.0000000000
  17.8050000000    0.0396392937    0.0000000000
  17.8080000000    0.0396259393    0.0000000000
  17.8110000000    0.0396125916    0.0000000000
  17.8140000000    0.0395992507    0.0000000000
  17.8170000000    0.0395859165    0.0000000000
  17.8200000000    0.0395725890    0.0000000000
  17.8230000000    0.0395592683    0.0000000000
  17.8260000000    0.0395459543    0.0000000000
  17.8290000000    0.0395326470    0.0000000000
  17.8320000000    0.0395193464    0.0000000000
  17.8350000000    0.0395060525    0.0000000000
  17.8380000000    0.0394927654    0.0000000000
  17.8410000000    0.0394794849    0.0000000000
  17.8440000000    0.0394662111    0.0000000000
  17.8470000000    0.0394529441    0.0000000000
  17.8500000000    0.0394396837    0.0000000000
  17.8530000000    0.0394264300    0.0000000000
  17.8560000000    0.0394131830    0.0000000000
  17.8590000000    0.0393999426    0.0000000000
  17.8620000000    0.0393867090    0.0000000000
  17.8650000000    0.0393734820    0.0000000000
  17.8680000000    0.0393602616    0.0000000000
  17.8710000000    0.0393470479    0.0000000000
  17.8740000000    0.0393338409    0.0000000000
  17.8770000000    0.0393206405    0.0000000000
  17.8800000000    0.0393074468    0.0000000000
  17.8830000000    0.0392942597    0.0000000000
  17.8860000000    0.0392810792    0.0000000000
  17.8890000000    0.0392679054    0.0000000000
  17.8920000000    0.0392547382    0.0000000000
  17.8950000000    0.0392415776    0.0000000000
  17.8980000000    0.0392284236    0.0000000000
  17.9010000000    0.0392152763    0.0000000000
  17.9040000000    0.0392021355    0.0000000000
  17.9070000000    0.0391890014    0.0000000000
  17.9100000000    0.0391758738    0.0000000000
  17.9130000000    0.0391627529    0.0000000000
  17.9160000000    0.0391496385    0.0000000000
  17.9190000000    0.0391365308    0.0000000000
  17.9220000000    0.0391234296    0.0000000000
  17.9250000000    0.0391103349    0.0000000000
  17.9280000000    0.0390972469    0.0000000000
  17.9310000000    0.0390841654    0.0000000000
  17.9340000000    0.0390710905    0.0000000000
  17.9370000000    0.0390580222    0.0000000000
  17.9400000000    0.0390449604    0.0000000000
  17.9430000000    0.0390319052    0.0000000000
  17.9460000000    0.0390188565    0.0000000000
  17.9490000000    0.0390058143    0.0000000000
  17.9520000000    0.0389927787    0.0000000000
  17.9550000000    0.0389797496    0.0000000000
  17.9580000000    0.0389667271    0.0000000000
  17.9610000000    0.0389537110    0.0000000000
  17.9640000000    0.0389407015    0.0000000000
  17.9670000000    0.0389276985    0.0000000000
  17.9700000000    0.0389147021    0.0000000000
  17.9730000000    0.0389017121    0.0000000000
  17.9760000000    0.0388887286    0.0000000000
  17.9790000000    0.0388757517    0.0000000000
  17.9820000000    0.0388627812    0.0000000000
  17.9850000000    0.0388498172    0.0000000000
  17.9880000000    0.0388368597    0.0000000000
  17.9910000000    0.0388239087    0.0000000000
  17.9940000000    0.0388109642    0.0000000000
  17.9970000000    0.0387980261    0.0000000000
  18.0000000000    0.0387850945    0.0000000000
  18.0030000000    0.0387721694    0.0000000000
  18.0060000000    0.0387592507    0.0000000000
  18.0090000000    0.0387463385    0.0000000000
  18.0120000000    0.0387334327    0.0000000000
  18.0150000000    0.0387205334    0.0000000000
  18.0180000000    0.0387076405    0.0000000000
  18.0210000000    0.0386947541    0.0000000000
  18.0240000000    0.0386818741    0.0000000000
  18.0270000000    0.0386690005    0.0000000000
  18.0300000000    0.0386561333    0.0000000000
  18.0330000000    0.0386432726    0.0000000000
  18.0360000000    0.0386304183    0.0000000000
  18.0390000000    0.0386175704    0.0000000000
  18.0420000000    0.0386047289    0.0000000000
  18.0450000000    0.0385918938    0.0000000000
  18.0480000000    0.0385790651    0.0000000000
  18.0510000000    0.0385662428    0.0000000000
  18.0540000000    0.0385534269    0.0000000000
  18.0570000000    0.0385406174    0.0000000000
  18.0600000000    0.0385278143    0.0000000000
  18.0630000000    0.0385150176    0.0000000000
  18.0660000000    0.0385022272    0.0000000000
  18.0690000000    0.0384894432    0.0000000000
  18.0720000000    0.0384766655    0.0000000000
  18.0750000000    0.0384638943    0.0000000000
  18.0780000000    0.0384511293    0.0000000000
  18.0810000000    0.0384383708    0.0000000000
  18.0840000000    0.0384256186    0.0000000000
  18.0870000000    0.0384128727    0.0000000000
  18.0900000000    0.0384001332    0.0000000000
  18.0930000000    0.0383874000    0.0000000000
  18.0960000000    0.0383746731    0.0000000000
  18.0990000000    0.0383619526    0.0000000000
